x,y,t
-0.4907471923828125,-1.0730146484375,0.030158042907714844
-0.440712158203125,-0.9961024169921875,1.03257417678833
-0.4029713134765625,-0.92379296875,2.0583713054656982
-0.36120361328125,-0.8441993408203124,3.0868709087371826
-0.3164195556640625,-0.7550664672851563,4.1138916015625
-0.2807637939453125,-0.680463134765625,5.137495040893555
-0.2406236572265625,-0.5948233642578125,6.163435459136963
-0.20722998046875,-0.5117640380859375,7.189444303512573
-0.1821898193359375,-0.44028262329101564,8.216943502426147
-0.15791552734375,-0.34397039794921874,9.230103969573975
-0.1177843017578125,-0.22143826293945312,10.237212181091309
-0.0608197021484375,-0.09773553466796875,11.263187646865845
0.0111536865234375,0.04214991760253906,12.28985333442688
0.0858580322265625,0.18805377197265624,13.316700220108032
0.150970458984375,0.31225640869140625,14.344012022018433
0.20429656982421876,0.42072506713867186,15.375670671463013
0.24613861083984376,0.5027626647949218,16.406742334365845
0.28159619140625,0.5800107421875,17.432820320129395
0.32425738525390624,0.6761763916015625,18.46008801460266
0.35886334228515626,0.7589810180664063,19.48749303817749
0.3948631591796875,0.836507568359375,20.512044191360474
0.4259710693359375,0.9121896362304688,21.536645650863647
0.46924700927734375,1.0159097900390626,22.562198877334595
