x,y,t
-0.4679337158203125,-1.0833236083984374,0.030231475830078125
-0.4462919921875,-1.0393399658203124,1.033726453781128
-0.4046751708984375,-0.96371826171875,2.0674843788146973
-0.3621767578125,-0.8723515625,3.0941710472106934
-0.325885986328125,-0.7988153076171876,4.120131969451904
-0.2892081298828125,-0.7153576049804687,5.146656036376953
-0.249555419921875,-0.6248402709960937,6.173875331878662
-0.2194830322265625,-0.5504383544921875,7.200131416320801
-0.1894285888671875,-0.4666485900878906,8.226420879364014
-0.1626964111328125,-0.3800812683105469,9.254238367080688
-0.15335009765625,-0.282964111328125,10.254256248474121
-0.1226942138671875,-0.17087216186523438,11.277689933776855
-0.05131787109375,-0.024063390731811525,12.305700540542603
0.014922607421875,0.09654464721679687,13.33197021484375
0.08527923583984375,0.21425065612792968,14.358793020248413
0.17357196044921874,0.366075439453125,15.364311933517456
0.209787109375,0.43636968994140624,16.386284828186035
0.24607781982421875,0.5102036437988281,17.410672187805176
0.28060369873046875,0.5889388427734376,18.436650276184082
0.3250816650390625,0.6889777221679687,19.464240312576294
0.3596575927734375,0.7682706909179687,20.49064564704895
0.40614312744140624,0.8680297241210938,21.517601251602173
0.43078662109375,0.9257149658203125,22.54241967201233
0.47580401611328127,1.0273782958984374,23.567095279693604
