x,y,t
0.4692470092773437,1.0159097900390626,22.562198877334595
0.4259710693359375,0.9121896362304688,21.536645650863647
0.3948631591796875,0.836507568359375,20.512044191360477
0.3588633422851562,0.7589810180664063,19.48749303817749
0.3242573852539062,0.6761763916015625,18.46008801460266
0.28159619140625,0.5800107421875,17.432820320129395
0.2461386108398437,0.5027626647949218,16.406742334365845
0.2042965698242187,0.4207250671386718,15.375670671463013
0.150970458984375,0.3122564086914062,14.344012022018433
0.0858580322265625,0.1880537719726562,13.316700220108032
0.0111536865234375,0.042149917602539,12.28985333442688
-0.0608197021484375,-0.0977355346679687,11.263187646865845
-0.1177843017578125,-0.2214382629394531,10.237212181091309
-0.15791552734375,-0.3439703979492187,9.230103969573976
-0.1821898193359375,-0.4402826232910156,8.216943502426147
-0.20722998046875,-0.5117640380859375,7.189444303512573
-0.2406236572265625,-0.5948233642578125,6.163435459136963
-0.2807637939453125,-0.680463134765625,5.137495040893555
-0.3164195556640625,-0.7550664672851563,4.1138916015625
-0.36120361328125,-0.8441993408203124,3.0868709087371826
-0.4029713134765625,-0.92379296875,2.0583713054656982
-0.440712158203125,-0.9961024169921876,1.03257417678833
-0.4907471923828125,-1.0730146484375,0.0301580429077148
