x,y,t
0.4758040161132812,1.0273782958984374,23.567095279693604
0.43078662109375,0.9257149658203124,22.54241967201233
0.4061431274414062,0.8680297241210938,21.517601251602173
0.3596575927734375,0.7682706909179687,20.49064564704895
0.3250816650390625,0.6889777221679687,19.46424031257629
0.2806036987304687,0.5889388427734376,18.43665027618408
0.2460778198242187,0.5102036437988281,17.410672187805176
0.209787109375,0.4363696899414062,16.386284828186035
0.1735719604492187,0.366075439453125,15.364311933517456
0.0852792358398437,0.2142506561279296,14.358793020248411
0.014922607421875,0.0965446472167968,13.33197021484375
-0.05131787109375,-0.0240633907318115,12.305700540542604
-0.1226942138671875,-0.1708721618652343,11.277689933776855
-0.15335009765625,-0.282964111328125,10.25425624847412
-0.1626964111328125,-0.3800812683105469,9.254238367080688
-0.1894285888671875,-0.4666485900878906,8.226420879364014
-0.2194830322265625,-0.5504383544921875,7.200131416320801
-0.249555419921875,-0.6248402709960937,6.173875331878662
-0.2892081298828125,-0.7153576049804687,5.146656036376953
-0.325885986328125,-0.7988153076171876,4.120131969451904
-0.3621767578125,-0.8723515625,3.0941710472106934
-0.4046751708984375,-0.96371826171875,2.0674843788146973
-0.4462919921875,-1.0393399658203124,1.033726453781128
-0.4679337158203125,-1.0833236083984374,0.0302314758300781
